Mix ID, Cement(kg/m3), Water(kg/m3),Coarse aggregate(kg/m3),Fine aggregate(kg/m3), FA (kg/m3),SF (kg/m3),GGBFS (kg/m3),SP (kg/m3),Cylinder compressive strength (MPa),Splitting tensile strength (MPa),Flexural strength (MPa),Elastic modulus (GPa),Chloride permeability (Coulomb) 28d,Chloride permeability (Coulomb) 90d,Chloride permeability (Coulomb) 180d,Drying shrinkage (με) 7d,Drying shrinkage (με) 28d,Drying shrinkage (με) 90d,Drying shrinkage (με)120d,Creep (με) 28d,Creep (με) 90d,Creep (με) 150d,Abrasion (mm) 28 d,Reference
R28_45S15SF,180,198,852,810,0,67.5,202.5,5.8,70.7,-1,-1,-1,-1,216,-1,198,-1,-1,-1,-1,-1,-1,-1,
R28_10FA10S,360,198,861,819,45,0,45,3.2,78,-1,-1,-1,-1,1040,-1,208,-1,-1,-1,-1,-1,-1,-1,
R28_20FA20S,270,198,853,811,90,0,90,3.2,69.2,-1,-1,-1,-1,682,-1,200,-1,-1,-1,-1,-1,-1,-1,
R28_30FA30S,180,198,845,803,135,0,135,2.8,60.6,-1,-1,-1,-1,605,-1,200,-1,-1,-1,-1,-1,-1,-1,
R28_7.5FA7.5S5SF,360,198,859,817,33.8,22.5,33.8,4.2,76,-1,-1,-1,-1,743,-1,198,400,-1,-1,-1,-1,-1,-1,
R28_15FA15S10SF,270,198,849,808,67.5,45,67.5,4.2,66.8,-1,-1,-1,-1,463,-1,202,390,-1,-1,-1,-1,-1,-1,
R28_22.5FA22.5S15SF,180,198,840,799,101.3,67.5,101.3,5,55.2,-1,-1,-1,-1,385,-1,200,394,-1,-1,-1,-1,-1,-1,
R29_H30,420,165,746,847,180,0,0,13.02,53.5,4.85,-1,41.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,https://doi.org/10.1016/j.conbuildmat.2007.01.002
R29_H40,360,165,735,837,240,0,0,19.98,49,3.73,-1,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R29_H50,300,165,723,825,300,0,0,20.4,34.5,3.8,-1,23.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R29_H60,240,165,712,815,360,0,0,22.02,28.4,3.5,-1,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R29_HS30,360,165,734,835,180,60,0,22.02,79.5,5.28,-1,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R29_HS40,300,165,723,825,240,60,0,21,66,4.01,-1,37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R29_HS50,240,165,712,813,300,60,0,19.98,59,4.23,-1,38.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R29_HS60,180,165,701,804,360,60,0,18,53.5,4.9,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R30_Mix-I,340,153.34,1110,680,34,0,0,2.04,51.7,-1,-1,36.372,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,https://doi.org/10.1061/JCCEE5.CPENG-6029
R30_Mix-III,400,158.4,1055,647,40,0,0,1.12,59.03,-1,-1,31.829,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R30_Mix-IV,420,168,1082,663,0,21,0,4.2,61.18,-1,-1,31.759,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R30_Mix-V,420,151.2,1102,675,0,0,42,3.36,61.78,-1,-1,33.173,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R30_Mix-VI,440,135.52,1107,678,0,44,0,3.52,68.73,-1,-1,42.181,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R30_Mix-VII,450,129.6,1002,614,0,0,90,3.6,70.96,-1,-1,41.963,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R30_Mix-VIII,445,144.62,944,578,0,44.5,89,7.12,74.37,-1,-1,43.11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R30_Mix-IX,440,137.28,1028,630,44,44,0,7.92,74.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R31_IFA-10,324,180,945,791,36,0,0,0,32.6,-1,-1,-1,-1,-1,-1,188,210,600,660,298,650,765,-1,https://doi.org/10.1016/j.conbuildmat.2021.125776
R31_IFA-20,288,180,945,778,72,0,0,0,32.6,-1,-1,-1,-1,-1,-1,120,285,670,700,310,520,600,-1,
R31_IFA-30,252,180,945,764,108,0,0,0,30,-1,-1,-1,-1,-1,-1,120,285,710,750,310,600,660,-1,
R31_IBS-10,324,180,945,802,0,0,36,0,36.8,-1,-1,-1,-1,-1,-1,200,279,800,850,-1,-1,-1,-1,
R31_IBS-20,288,180,945,799,0,0,72,0,40,-1,-1,-1,-1,-1,-1,200,280,700,750,-1,-1,-1,-1,
R31_IBS-30,252,180,945,797,0,0,108,0,40.1,-1,-1,-1,-1,-1,-1,130,280,620,680,-1,-1,-1,-1,
R32_50S-60,175,210,952,883,0,0,175,0,43.605,-1,-1,-1,703,372,-1,-1,-1,-1,-1,-1,-1,-1,-1,https://doi.org/10.1061/(ASCE)0899-1561(2009)21:9(494)
R32_50F-60,176,211,940,872,176,0,0,0,29.07,-1,-1,-1,926,161,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R32_25FS-60,176,211,951,881,88,0,88,0,36.465,-1,-1,-1,660,376,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R32_50S-38,222,168,945,876,0,0,222,4.5,76.415,-1,-1,-1,395,206,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R32_50F-38,221,167,921,855,221,0,0,3.4,61.88,-1,-1,-1,531,144,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R32_25FS-38,222,168,933,865,111,0,111,4.7,70.635,-1,-1,-1,387,217,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R33_M1,231,119,1047,852,156,0,0,3.2,55.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.18,https://doi.org/10.1061/(ASCE)0899-1561(2002)14:5(417)
R33_M2,195,120,1041,854,199,0,0,2.7,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.25,
R33_M3,156,121,1026,834,241,0,0,2.3,43.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.03,
R33_M4,229,115,1040,827,154,0,0,2.8,44.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.97,
R33_M5,193,114,1032,836,197,0,0,2.6,36.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.81,
R33_M6,155,116,1016,842,237,0,0,2.1,28.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.09,
R33_M7,229,113,1032,844,254,0,0,2.1,46.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.68,
R33_M8,193,116,1126,850,196,0,0,1.9,42.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.37,
R33_M9,154,117,1016,818,261,0,0,1.9,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.45,
R34_M3,120,112,1200,600,280,0,0,5.6,28.26,2.53,3.81,-1,-1,-1,-1,144,231,350,-1,-1,-1,-1,-1,https://doi.org/10.1061/(ASCE)0899-1561(2003)15:2(153)
R34_M4,120,116,1200,600,280,0,0,0,25.97,2.51,4.6,-1,-1,-1,-1,100,163,225,-1,-1,-1,-1,-1,
R34_M5,200,132,1200,600,200,0,0,5.6,48.45,4.06,5.63,-1,-1,-1,-1,153,256,363,-1,-1,-1,-1,-1,
R34_M6,200,120,1200,600,200,0,0,0,56.57,4.2,6.11,-1,-1,-1,-1,113,169,256,-1,-1,-1,-1,-1,
R35_M1,120,112,1200,600,280,0,0,5.6,36.63,2.88,4.38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,https://doi.org/10.1016/j.cemconres.2004.07.037
R35_M2,120,116,1200,600,280,0,0,0,28.98,2.82,4.92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R35_M3,200,132,1200,600,200,0,0,5.6,53.97,4.46,6.33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R35_M4,200,120,1200,600,200,0,0,0,59.75,4.59,6.59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R35_M5,120,172,1200,600,280,0,0,5.6,16.44,1.82,2.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R35_M6,120,160,1200,600,280,0,0,0,19.5,2.04,3.43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R35_M7,200,172,1200,600,200,0,0,5.6,34.98,3.19,4.45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R35_M8,200,156,1200,600,200,0,0,0,41.26,3.69,5.01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R36_w-c0.4_F20,320,160,1270,564,80,0,0,0,32.04,-1,4.32,-1,-1,-1,-1,-1,780,-1,-1,-1,-1,-1,-1,https://doi.org/10.1061/(ASCE)0899-1561(2007)19:10(906)
R36_w-c0.4_F30,280,160,1270,554,120,0,0,0,29.75,-1,4.26,-1,-1,-1,-1,-1,718,-1,-1,-1,-1,-1,-1,
R36_w-c0.4_F40,240,160,1270,543,160,0,0,0,29.07,-1,4.19,-1,-1,-1,-1,-1,660,-1,-1,-1,-1,-1,-1,
R36_w-c0.4_F50,200,160,1270,533,200,0,0,0,24.65,-1,3.82,-1,-1,-1,-1,-1,597,-1,-1,-1,-1,-1,-1,
R36_w-c0.4_F60,160,160,1270,522,240,0,0,0,23.8,-1,3.64,-1,-1,-1,-1,-1,510,-1,-1,-1,-1,-1,-1,
R36_w-c0.34_F20,320,136,1270,628,80,0,0,2,44.54,-1,5.17,-1,-1,-1,-1,-1,597,-1,-1,-1,-1,-1,-1,
R36_w-c0.34_F30,280,136,1270,618,120,0,0,2,48.96,-1,4.81,-1,-1,-1,-1,-1,550,-1,-1,-1,-1,-1,-1,
R36_w-c0.34_F40,240,136,1270,607,160,0,0,2,38.25,-1,4.78,-1,-1,-1,-1,-1,505,-1,-1,-1,-1,-1,-1,
R36_w-c0.34_F50,200,136,1270,596,200,0,0,2,31.45,-1,4.48,-1,-1,-1,-1,-1,450,-1,-1,-1,-1,-1,-1,
R36_w-c0.34_F60,160,136,1270,586,240,0,0,2,28.05,-1,4.19,-1,-1,-1,-1,-1,340,-1,-1,-1,-1,-1,-1,
R36_w-c0.3_F20,320,120,1270,671,80,0,0,2,56.1,-1,6,-1,-1,-1,-1,-1,482,-1,-1,-1,-1,-1,-1,
R36_w-c0.3_F30,280,120,1270,660,120,0,0,2,55.25,-1,5.62,-1,-1,-1,-1,-1,408,-1,-1,-1,-1,-1,-1,
R36_w-c0.3_F40,240,120,1270,650,160,0,0,2,54.4,-1,5.47,-1,-1,-1,-1,-1,387,-1,-1,-1,-1,-1,-1,
R36_w-c0.3_F50,200,120,1270,639,200,0,0,2,44.2,-1,5.28,-1,-1,-1,-1,-1,295,-1,-1,-1,-1,-1,-1,
R36_w-c0.3_F60,160,120,1270,628,240,0,0,2,38.25,-1,4.75,-1,-1,-1,-1,-1,250,-1,-1,-1,-1,-1,-1,
R37_G2,423,143.82,1056,704,47,0,0,0,46.32,-1,-1,-1,-1,-1,-1,240,350,449,467,-1,-1,-1,-1,https://doi.org/10.1016/j.conbuildmat.2021.125045
R37_G3,376,127.84,1056,704,94,0,0,0,45.73,-1,-1,-1,-1,-1,-1,220,320,414,423,-1,-1,-1,-1,
R37_G4,329,111.86,1056,704,141,0,0,0,45.31,-1,-1,-1,-1,-1,-1,200,290,371,389,-1,-1,-1,-1,
R37_G5,282,95.88,1056,704,188,0,0,0,44.7,-1,-1,-1,-1,-1,-1,290,278,350,365,-1,-1,-1,-1,
R37_G10,414,140.76,1056,704,0,0,56,0,48.45,-1,-1,-1,-1,-1,-1,237,340,440,460,-1,-1,-1,-1,
R37_G11,376,127.84,1056,704,0,0,94,0,49.89,-1,-1,-1,-1,-1,-1,210,302,388,403,-1,-1,-1,-1,
R37_G12,282,95.88,1056,704,132,0,56,0,46.15,-1,-1,-1,-1,-1,-1,178,258,327,340,-1,-1,-1,-1,
R37_G13,282,95.88,1056,704,94,0,94,0,47.68,-1,-1,-1,-1,-1,-1,165,240,307,320,-1,-1,-1,-1,
R38_1,439,140,1027,847,0,7.66,0,9.66,60.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,https://doi.org/10.1080/24705314.2020.1765269
R38_2,390,140,1050,866,0,7.5,0,8.58,58.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R38_3,369,140,1060,874,0,7.34,0,8.12,57.49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R38_4,351,140,1069,882,0,7.2,0,7.72,56.04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R38_5,429,140,1024,844,0,7.04,0,9.44,61.63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R38_6,382,140,1048,864,0,7.48,0,8.4,59.32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R38_7,362,140,1058,872,0,7.18,0,7.96,58.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R38_8,343,140,1067,880,0,6.86,0,7.55,57.69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R38_9,420,140,1021,842,0,6.56,0,9.24,62.03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R38_10,374,140,1045,862,0,6.24,0,8.23,59.68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R38_11,355,140,1055,870,0,7.34,0,7.81,58.77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R38_12,336,140,1065,878,0,6.86,0,7.39,58.19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R38_13,411,140,1018,839,0,6.4,0,9.04,62.34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R38_14,366,140,1042,860,0,5.92,0,8.05,59.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R38_15,347,140,1053,868,0,5.46,0,7.63,59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R38_16,329,140,1062,876,0,7.18,0,7.24,58.63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R38_17,403,140,1015,837,0,6.56,0,8.87,62.43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R38_18,358,140,1040,858,0,5.92,0,7.88,60.03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R38_19,340,140,1050,866,0,5.3,0,7.48,59.08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R38_20,322,140,1060,874,0,4.68,0,7.08,58.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R38_21,394,140,1012,834,0,7.02,0,8.67,62.54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R38_22,351,140,1037,855,0,6.24,0,7.72,60.09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R38_23,333,140,148,864,0,5.46,0,7.33,59.14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R38_24,315,140,1058,872,0,4.56,0,6.93,58.79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R39_TBSCC1,437,204,785,908,51,0,0,10.736,34.85,3.73,5.3,26.9,740,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,https://doi.org/10.1016/j.conbuildmat.2021.123845
R39_TBSCC2,424,204,785,908,51,0,0,10.45,35.7,3.73,5.22,27,748,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R39_TBSCC3,411,204,785,908,51,0,0,10.164,35.96,3.97,6,28.13,747,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R39_TBSCC4,411,204,785,908,77,0,0,10.736,34.51,3.8,6.04,27.16,679,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R39_TBSCC5,398,204,785,908,77,0,0,10.45,35.7,4,6,28,678,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R39_TBSCC6,386,204,785,908,77,0,0,10.186,36.13,4.02,6.3,28.8,677,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R39_TBSCC7,386,204,785,908,103,0,0,10.758,36.04,4.12,6.8,29.5,598,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R39_TBSCC8,373,204,785,908,103,0,0,10.472,36.21,4.25,7,30.9,560,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R39_TBSCC9,360,204,785,908,103,0,0,10.186,38.08,4.58,7.1,31.1,530,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R39_TBSCC10,360,204,785,908,129,0,0,10.758,35,4.73,6,29,480,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R39_TBSCC11,347,204,785,908,129,0,0,10.472,34.09,3.82,5.2,27,450,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R39_TBSCC12,334,204,785,908,129,0,0,10.186,32.3,3.73,4.8,26.6,435,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R39_TBSCC13,334,204,785,908,154,0,0,10.736,29.75,3.25,4.7,26,397,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R39_TBSCC14,321,204,785,908,154,0,0,10.45,27.2,2.95,4.75,25.9,400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R39_TBSCC15,308,204,785,908,154,0,0,10.164,25.59,2.49,4.2,25.8,402,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R40_250CFN0,250,125,1083.4,722.3,250,0,0,11,54.4,5.38,8.24,34.98,1422,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,https://doi.org/10.1016/j.jmrt.2023.05.050
R40_250CFGN0,250,125,1093,728.7,125,0,125,11,51.17,5.18,7.84,33.96,1435,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R40_250CFGSN0,250,125,1088.2,725.4,100,50,100,11,56.69,5.47,8.47,35.69,1407,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R40_125CFN0,125,125,1060.8,707.2,375,0,0,11,43.77,4.43,6.68,31.43,1445,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R40_125CFGN0,125,125,1075.2,716.8,187.5,187.5,0,11,46.66,4.83,7.2,32.41,1440,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R40_125CFGSN0,125,125,1068,712,150,75,150,11,51.51,5.1,7.76,34.03,1419,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R41_SCC-0,635,247,565,847,0,71,0,2.54,62.9,-1,10.4,-1,-1,-1,-1,360,440,495,-1,-1,-1,-1,-1,https://doi.org/10.1007/s12649-020-01045-x
R41_SCC-25,635,247,565,847,0,71,0,2.54,62.22,-1,10,-1,-1,-1,-1,400,480,526,-1,-1,-1,-1,-1,
R41_SCC-50,635,247,565,847,0,71,0,2.54,60.35,-1,9.8,-1,-1,-1,-1,420,505,560,-1,-1,-1,-1,-1,
R41_SCC-75,635,247,565,847,0,71,0,2.54,56.1,-1,9.4,-1,-1,-1,-1,450,579,613,-1,-1,-1,-1,-1,
R41_SCC-100,635,247,565,847,0,71,0,2.54,55,-1,9.15,-1,-1,-1,-1,481,623,678,-1,-1,-1,-1,-1,
R42_w/c ratio =0.3_2,484.5,153,1122.5,653,25.5,0,0,14.535,47.17,-1,7.46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,https://doi.org/10.1016/j.scs.2011.06.001
R42_w/c ratio =0.3_3,459,153,1122.5,653,51,0,0,13.77,47.17,-1,7.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R42_w/c ratio =0.3_4,433.5,153,1122.5,653,76.5,0,0,13.005,46.75,-1,6.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R42_w/c ratio =0.3_5,408,153,1122.5,653,102,0,0,12.24,44.79,-1,6.67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R42_w/c ratio =0.3_6,382.5,153,1122.5,653,127.5,0,0,11.475,43.61,-1,6.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R42_w/c ratio =0.34_2,475,170,1100,640,25,0,0,14.25,42.24,-1,6.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R42_w/c ratio =0.34_3,450,170,1100,640,50,0,0,13.5,42.16,-1,6.65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R42_w/c ratio =0.34_4,425,170,1100,640,75,0,0,12.75,39.1,-1,6.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R42_w/c ratio =0.34_5,400,170,1100,640,100,0,0,12,38.33,-1,6.22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R42_w/c ratio =0.34_6,375,170,1100,640,125,0,0,11.25,36.12,-1,5.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R42_w/c ratio =0.38_2,465.5,186.2,1078,628,24.5,0,0,13.965,36.12,-1,6.16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R42_w/c ratio =0.38_3,441,186.2,1078,628,49,0,0,13.23,34,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R42_w/c ratio =0.38_4,416.5,186.2,1078,628,73.5,0,0,12.495,32.13,-1,5.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R42_w/c ratio =0.38_5,392,186.2,1078,628,98,0,0,11.76,30.6,-1,5.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R42_w/c ratio =0.38_6,367.5,186.2,1078,628,122.5,0,0,11.025,29.72,-1,5.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R42_w/c ratio =0.38_7,343,186.2,1078,628,147,0,0,10.29,27.54,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R42_w/c ratio =0.42_2,456,201.6,1058,616,24,0,0,13.68,32.89,-1,4.73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R42_w/c ratio =0.42_3,432,201.6,1058,616,48,0,0,12.96,31.87,-1,4.74,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R42_w/c ratio =0.42_4,408,201.6,1058,616,72,0,0,12.24,29.75,-1,4.73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R42_w/c ratio =0.42_5,384,201.6,1058,616,96,0,0,11.52,28.05,-1,4.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R42_w/c ratio =0.42_6,360,201.6,1058,616,120,0,0,10.8,26.56,-1,4.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R42_w/c ratio =0.42_7,336,201.6,1058,616,144,0,0,10.08,25.58,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R43_FA20,368,161,1085.2,693.81,92,0,0,1.104,57.37,4.7,-1,29.1,-1,-1,-1,180,340,-1,-1,-1,-1,-1,-1,https://doi.org/10.1016/j.jclepro.2015.02.050
R43_FA30,322,161,1085.2,693.81,138,0,0,1.104,51,4.5,-1,27.9,-1,-1,-1,160,310,-1,-1,-1,-1,-1,-1,
R43_FA40,276,161,1085.2,693.81,184,0,0,1.104,47.6,4.48,-1,27,-1,-1,-1,130,290,-1,-1,-1,-1,-1,-1,
R43_GGBFS20,368,161,1085.2,693.81,0,0,92,1.104,57.37,4.98,-1,29.5,-1,-1,-1,190,350,-1,-1,-1,-1,-1,-1,
R43_GGBFS30,322,161,1085.2,693.81,0,0,138,1.104,52.95,4.58,-1,28.25,-1,-1,-1,175,325,-1,-1,-1,-1,-1,-1,
R43_GGBFS40,276,161,1085.2,693.81,0,0,184,1.104,51,4.5,-1,27.75,-1,-1,-1,150,300,-1,-1,-1,-1,-1,-1,
R44_NASCC,300,191,875,761,169,0,0,4,30.77,3.5,5.29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,https://doi.org/10.1007/s40030-014-0051-5
R44_NASCC-25,300,191,862,761,169,0,0,4.2,30.09,2.91,3.52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R44_NASCC-50,300,191,850,761,169,0,0,4.2,29.49,2.33,3.02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R44_NASCC-75,300,191,838,761,169,0,0,4.3,27.88,1.95,2.58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R44_NASCC-100,300,194,825,761,158,0,0,4.3,25.75,1.45,2.89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R45_M11,320,180,1107,665,0,0,80,0,30.77,-1,-1,-1,-1,-1,-1,70,111,170,195,245,300,260,-1,https://doi.org/10.1016/j.cemconcomp.2016.02.004
R45_M12,240,180,1107,665,0,0,160,0,28.47,-1,-1,-1,-1,-1,-1,80,127,195,220,290,370,328,-1,
R45_M13,160,180,1107,665,0,0,240,0,24.16,-1,-1,-1,-1,-1,-1,86,148,236,258,345,445,405,-1,
R45_M21,280,175,1132,680,0,0,70,0,26.75,-1,-1,-1,-1,-1,-1,69,123,200,220,348,470,390,-1,
R45_M22,210,175,1132,680,0,0,140,0,25.02,-1,-1,-1,-1,-1,-1,76,143,223,243,420,530,490,-1,
R45_M23,140,175,1132,680,0,0,210,0,21.86,-1,-1,-1,-1,-1,-1,93,158,250,275,500,680,600,-1,
R45_M31,256,176,1145,688,0,0,64,0,19.85,-1,-1,-1,-1,-1,-1,75,140,207,242,417,550,500,-1,
R45_M32,192,176,1145,688,0,0,128,0,18.69,-1,-1,-1,-1,-1,-1,95,154,245,223,490,650,600,-1,
R45_M33,128,176,1145,688,0,0,192,0,15.53,-1,-1,-1,-1,-1,-1,101,186,295,325,580,793,755,-1,
R46_B,420,156,1134,610,0,0,180,6.72,85.34,5.91,-1,-1,-1,-1,-1,-1,50,60,71,398,540,580,-1,https://doi.org/10.1016/S0008-8846(01)00539-7
R46_C,360,156,1134,610,0,60,180,5.76,88.4,6.14,-1,-1,-1,-1,-1,-1,65,77,92,290,400,401,-1,
R47_GGBFS25,262.5,175,1025,832,0,0,87.5,3.5,35.36,2.71,-1,-1,1099,-1,732,-1,-1,-1,-1,-1,-1,-1,-1,https://doi.org/10.1016/j.compositesb.2012.05.054
R47_GGBFS50,175,175,1021,830,0,0,175,3.5,31.36,2.28,-1,-1,649,-1,415,-1,-1,-1,-1,-1,-1,-1,-1,
R48_10S1.3A,450,210,708.2,901.5,0,50,0,1.3,62.46,-1,7.15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, https://doi.org/10.1007/s12205-016-0258-2
